keyword,title,abstract,creator,date,journal,doi,language
arthur,PORT ARTHUR GOVERNMENT GARDENS RESTORATION,,,,Landscape Australia,,
arthur,PORT ARTHUR: A Nineteenth Century Landscape,,,,Landscape Australia,,
arthur,PORT ARTHUR: A Nineteenth Century Landscape: Part 2,,,,Landscape Australia,,
angles,Book Review : ANGLES OF REPOSE: A GARDEN EXHIBITION OF CENTRAL PARK BENCHES,,,,Landscape Journal,,
arthur,"Book Review : LANDSCAPE ECOLOGY: THEORY AND APPLICATION, Springer Series on Environmental Management Zev Naveh Arthur S. Lieberman Arnold M. Schultz Frank E. Egler Robert S. DeSanto",,,,Landscape Journal,,
arthur,Book Review : THE DESIGN OF SUBURBIA: A CRITICAL STUDY IN ENVIRONMENTAL HISTORY Arthur M. Edwards,,,,Landscape Journal,,
arthur,Book Review : TOWARD EDEN Arthur E. Palmer,,,,Landscape Journal,,
arthur,"SYMPOSIUM ON MUGHAL GARDENS: SOURCES, REPRESENTATIONS, PLACES AND PROSPECTS, May 15-16, 1992, Dumbarton Oaks and the Arthur M. Sackler Gallery, Washington, D.C.",,,,Landscape Journal,,
antes,Diastratismes et réallocation des variantes : français d'Amérique et de Nouvelle-Calédonie,,,,Langages,,
arthur,ESSAI D'ANALYSE STRUCTURALE D' « UNE SAISON EN ENFER » D'ARTHUR RIMBAUD,,,,Langages,,
antes,Formes et fonctions structurantes. À propos de quelques interjections en ancien et en moyen français,,,,Langages,,
antes,Influence du genre applicatif sur la réalisation des extractions en dialogue oral : constantes et variations,,,,Langages,,
antes,Le statut des conjonctions (formellement) subordonnantes à l'articulation des mouvements de la période en allemand au XVII <sup>e</sup> siècle,,,,Langages,,
antes,PROBLÈMES THÉORIQUES DE L'ENSEIGNEMENT DES LANGUES VIVANTES,,,,Langages,,
old english,A Phonemic Change in Early Old English,,,,Language,,
old english,A Reclassification of the Old English Strong Verbs,,,,Language,,
arthur,ARTHUR S. ABRAMSON,,,,Language,,
old english,Aspect in the Old English of the Corpus Christi Ms,,,,Language,,
charlemagne,"Book Review : Les verbes déponents latins, des origines à Charlemagne Pierre Flobert",,,,Language,,
arthur,Book Review : A Foundation Course for Language Teachers Tom McArthur,,,,Language,,
old english,Book Review : A History of Old English Meter R. D. Fulk,,,,Language,,
"anglo-saxon, old english",Book Review : An Invitation to Old English and Anglo-Saxon England Bruce Mitchell,,,,Language,,
beowulf,Book Review : Beowulf and Old Germanic Metre Geoffrey Russom,,,,Language,,
teke,Book Review : De Harigasti-inskriptie op Helm B van Negau: haar betekenis voor de Oergermaanse Klankleer en voor het probleem van de oorsprong der runen F. de Tollenaere,,,,Language,,
arthur,Book Review : Discontinuous Constituency Harry Bunt Arthur van Horck,,,,Language,,
"vikings, viking",Book Review : English: The language of the Vikings (Olomouc modern language monographs 3) Joseph Embley Emonds Jan Terje Faarlund,,,,Language,,
arthur,Book Review : Language and Psychology: Historical Aspects of Psycholinguistics Arthur L. Blumenthal,,,,Language,,
carolingian,Book Review : Late Latin and Early Romance in Spain and Carolingian France Roger Wright,,,,Language,,
old english,Book Review : Old English Breaking and Its Germanic Analogues Robert B. Howell,,,,Language,,
old english,Book Review : Old English Legal Language: The Lexical Field of Theft J. R. Schwyter,,,,Language,,
franks,Book Review : Parameters of Slavic Morphosyntax Steven Franks,,,,Language,,
samo,Book Review : Samoan Reference Grammar Ulrike Mosel Even Hovdhaugen,,,,Language,,
franks,Book Review : Syntax and Spell-out in Slavic Steven Franks,,,,Language,,
old english,Book Review : The Development of Word Order Patterns in Old English Marian C. Bean,,,,Language,,
arthur,Book Review : The English Languages Tom McArthur,,,,Language,,
arthur,Book Review : The Oxford Companion to the English Language Tom McArthur,,,,Language,,
old english,"Book Review : The development of Old English: A linguistic history of English, vol. 2 Don Ringe Ann Taylor",,,,Language,,
old english,Breaking in Old Norse and Old English: With Special Reference to the Relations between Them,,,,Language,,
samo,Ergativity and Word Order in Samoan Child Language,,,,Language,,
balto-slavic,Germanic-Balto-Slavic Etyma,,,,Language,,
old english,Gothic iddja and Old English ēode,,,,Language,,
christianization,"Language Ideologies, Endangered-Language Linguistics, and Christianization",,,,Language,,
old english,Northumbrian Old English ēo and ēa,,,,Language,,
old english,"OLD ENGLISH *""MOTAN"", VARIABLE-FORCE MODALITY, AND THE PRESUPPOSITION OF INEVITABLE ACTUALIZATION",,,,Language,,
old english,Old English Bebeodan and Forbeodan,,,,Language,,
old english,Old English Prepositional Compounds in Relationship to Their Latin Originals,,,,Language,,
old english,Old English and Old Norse Secondary Preterits in -r-,,,,Language,,
old english,Old English brecƿa and -brecƿ,,,,Language,,
old english,Old English gycer and Gothic jukuzi,,,,Language,,
old english,Old English vowels,,,,Language,,
old english,On the Syllabic Phonemes of Old English,,,,Language,,
old english,Relative and Demonstrative Pronouns in Old English,,,,Language,,
samo,Samoan Pronominalization,,,,Language,,
balto-slavic,Some Balto-Slavic Terms of Acoustic Perceptions,,,,Language,,
old english,Some Recent Interpretations of Old English Digraph Spellings,,,,Language,,
old english,Studies in the Syntax of the Old English Passive with Special Reference to the Use of Wesan and Weord̷an,,,,Language,,
old english,The Generation of Old English Weak Verbs,,,,Language,,
old english,The Genesis of the Old English Dialects: A New Hypothesis,,,,Language,,
balto-slavic,The Indo-European Semivowels in Balto-Slavic,,,,Language,,
old english,The Old English Digraphs: A Reply,,,,Language,,
old english,The Old English Short Digraphs: Some Considerations,,,,Language,,
old english,The Phonemic Split of Germanic k in Old English,,,,Language,,
old english,The Stressed Syllabics of Old English,,,,Language,,
old english,The Verbal Suffix -ettan in Old English,,,,Language,,
vandal,WHAD: Wikipedia historical attributes data: Historical structured data extraction and vandalism detection from the Wikipedia edit history,,,,Language Resources and Evaluation,,
viking,Book Review : Cultural Patterns in Discursive Practices of Scandinavian Speech Communities in the Viking Age: On the Basis of Runic Inscriptions of North-Central Jutland Piotr P. Chruszczewski,,,,Language in Society,,
arthur,Book Review : English Accents and Dialects: An Introduction to Social and Regional Varieties of English in the British Isles Arthur Hughes Peter Trudgill Dominic Watt,,,,Language in Society,,
samo,Samoan Speechmaking across Social Events: One Genre in and out of a fono,,,,Language in Society,,
samo,Talking to Children in Western Samoa,,,,Language in Society,,
teke,Winning an Interviewer's Trust in a Gatekeeping Encounter,,,,Language in Society,,
antes,"""Du"" texte avant ""le"" texte. Formes génétiques et marques énonciatives de ""pré-visions"" textualisantes",,,,Langue Française,,
antes,ACQUISITION ET APPRENTISSAGE DES LANGUES VIVANTES,,,,Langue Française,,
antes,"Analyse, visualisation et identification automatique des chaînes de coréférences : des questions interdépendantes?",,,,Langue Française,,
antes,"Analyses interactionnelles : repères, questions saillantes et évolution",,,,Langue Française,,
antes,DÉBATS A PROPOS DES LANGUES ÉTRANGÈRES A LA FIN DU XIX <sup>e</sup> SIÈCLE ET DIDACTIQUE DU FRANÇAIS LANGUE ÉTRANGÈRE DEPUIS 1950: Constantes et variations,,,,Langue Française,,
antes,L'ENSEIGNEMENT SCOLAIRE DES LANGUES VIVANTES ÉTRANGÈRES EN FRANCE AU XIX <sup>e</sup> SIÈCLE OU LA NAISSANCE D'UNE DIDACTIQUE,,,,Langue Française,,
antes,"LA FABRIQUE TEXTUELLE DE L'ÉVOCATION SUR QUELQUES VARIANTES DES ""FLEURS DU MAL""",,,,Langue Française,,
antes,"LE PROBLÈME DES VARIANTES GRAPHIQUES : VARIANTES DU PASSÉ, DU PRÉSENT ET DE L'AVENIR",,,,Langue Française,,
antes,"LE TRAITEMENT DES VARIANTES GRAPHIQUES DANS LES DICTIONNAIRES LAROUSSE, ET SPÉCIFIQUEMENT DANS LE PETIT LAROUSSE ILLUSTRÉ",,,,Langue Française,,
antes,"LES UNITÉS GRAPHIQUES DU FRANÇAIS MÉDIÉVAL : MOTS ET SYNTAGMES, DES REPRÉSENTATIONS MOUVANTES ET PROBLÉMATIQUES",,,,Langue Française,,
antes,"LES VARIANTES DANS LE ""NOUVEAU PETIT ROBERT"" 1993",,,,Langue Française,,
antes,Les problèmes définitionnels de la distinction massif/comptable : où en est-on des oppositions courantes?,,,,Langue Française,,
antes,ORTHOGRAPHE ET INFORMATIQUE : ÉTABLISSEMENT D'UN DICTIONNAIRE ÉLECTRONIQUE DES VARIANTES GRAPHIQUES,,,,Langue Française,,
antes,Opacité phonologique et liaison en français. De la sous-détermination de la variable à la motivation des variantes,,,,Langue Française,,
antes,Variantes formelles de l’interrogation. Présentation,,,,Langue Française,,
antes,ÉNONCIATION ET VARIANTES SOCIOLECTALES,,,,Langue Française,,
antes,ÉVOLUTION DU FONCTIONNEMENT SYNTAXIQUE ET VARIANTES ÉNONCIATIVES. Observation d'interactions langagières entre adulte et enfant au cours d'activités de narration,,,,Langue Française,,
antes,"Book Review : Association Bourguignonne des Sociétés Savantes - Douzième Congrès tenu à Dijon les 26, 27 et 28 mai 1935",,,,Lares,,
samo,"Book Review : Bilder aus dem Paradies, Koloniale Fotografie aus Samoa 1875-1925 Jutta Beate Engelhard Peter Mesenhöller",,,,Lares,,
teke,Book Review : De oude Vlaamse bedevaartvaantjes hun volkskundige en cultuurhistorische betekenis. (Le antiche banderuole fiamminghe a ricordo di pellegrinaggio) Jos Philippen,,,,Lares,,
antes,Book Review : Il mito di Firenze e altri saggi danteschi Raffaello Ramat,,,,Lares,,
antes,Book Review : Los primitivos habitantes de Entre Ríos A. Serrano,,,,Lares,,
antes,Book Review : Los trajes de los danzantes de la Meseta. Separata del Annuario Musical vol. XV Nieves de Hoyos Sancho,,,,Lares,,
danes,"Book Review : Pietas e allattamento filiale. La vicenda, l'exemplum, l'iconografia Renato Raffaelli Roberto M. Danese Settimio Lanciotti",,,,Lares,,
antes,Il novantesimo compleanno di Saverio La Sorsa,,,,Lares,,
danes,"MIOPIA, INCERTEZZA E POTERE NEL SISTEMA D’ASILO DANESE",,,,Lares,,
antes,SAGGI STUDI PROSPETTIVE E SCORCI DI ANTROPOLOGIA DANTESCA,,,,Lares,,
antes,FOGONES CREPITANTES,,,,Las ciencias sociales en sus desplazamientos: nuevas epistemes y nuevos desafíos,,
antes,SABERES Y PRÁCTICAS DE ESTUDIANTES UNIVERSITARIOS EN ÁMBITOS COMUNITARIOS,,,,Las ciencias sociales en tiempos de ajuste: Artículos seleccionados de las IX Jornadas de Jóvenes Investigadores del Instituto de Investigaciones Gino Germani,,
antes,CONDICIONANTES DE GÉNERO SOBRE LA POBREZA DE LAS MUJERES,,,,Las mujeres en la pobreza,,
antes,LISTA DE PARTICIPANTES,,,,Las perspectivas del petróleo mexicano,,
angles,"Dangles, Bangles, and Dinner",,,,Last Year at Betty and Bob's: An Adventure,,
arthur,Book Review : Ancient Maya: The Rise and Fall of a Rainforest Civilization Arthur Demarest,,,,Latin American Antiquity,,
antes,Book Review : Los Alfareros Golondrinos. Productores Itinerantes en los Andes. IFEA Instituto Francés de estudios Andinos and Sequilao Editores GABRIEL RAMÓN JOFFRÉ,,,,Latin American Antiquity,,
arthur,Book Review : Policy and Ecology in Formative Period Coastal Oaxaca ARTHUR A. JOYCE,,,,Latin American Antiquity,,
antes,"Book Review : El Códice Maya de México, antes Grolier",,,,Latin American Antiquity,,
antes,Diferencias de género de autores y revisores antes y después del inicio de la pandemia,,,,Latin American Antiquity,,
antes,Book Review : Festival de flor y canto (Festival of Flower and Song): An Anthology of Chicano Literature Alurista Cervantes Gómez-Quiñones Pacheco Segade,,,,Latin American Literary Review,,
antes,Intervenciones contaminantes y profilaxis cinemática en la vecindad de Pepe El Toro,,,,Latin American Literary Review,,
antes,"Mutantes, metamorfosis drags y prótesis",,,,Latin American Literary Review,,
antes,"Sexuality and Hybridity in ""El lazarillo de ciegos caminantes""",,,,Latin American Literary Review,,
antes,"""E fez-se o samba"": Condicionantes intelectuais da música popular no Brasil",,,,Latin American Music Review / Revista de Música Latinoamericana,,
antes,Book Review : Pensar la música desde América Latina: Problemas e interrogantes,,,,Latin American Music Review / Revista de Música Latinoamericana,,
antes,"El compositor español Hernando Franco (1532-85) antes de su llegada a Mexico: Trayectoria profesional en Portugal, Santo Domingo, Cuba y Guatemala",,,,Latin American Music Review / Revista de Música Latinoamericana,,
antes,Los conjuntos musicales ambulantes de Salzgitter y su propagación en Brasil y Chile durante el siglo XIX,,,,Latin American Music Review / Revista de Música Latinoamericana,,
antes,"Representaciones sobre el origen del ""chamamé"" entre migrantes correntinos residentes en Buenos Aires: Imaginario, música e identidad",,,,Latin American Music Review / Revista de Música Latinoamericana,,
arianism,Book Review : Boundary Control: Subnational Authoritarianism in Federal Democracies Edward L. Gibson,,,,Latin American Politics and Society,,
arianism,"Book Review : Latin America's Multicultural Movements: The Struggle Between Communitarianism, Autonomy, and Human Rights Todd A. Eisenstadt Michael S. Danielson Moisés Jaime Bailón Corres Carlos Sorroza Polo",,,,Latin American Politics and Society,,
arianism,"Book Review : Venezuela Reframed: Bolivarianism, Indigenous Peoples and Socialisms of the Twenty-First Century Luis Fernando Angosto-Ferrández",,,,Latin American Politics and Society,,
arianism,Competitive Authoritarianism in Morales’s Bolivia,,,,Latin American Politics and Society,,
arianism,Decentralization's Nondemocratic Roots: Authoritarianism and Subnational Reform in Latin America,,,,Latin American Politics and Society,,
arianism,Making Sense of Competitive Authoritarianism,,,,Latin American Politics and Society,,
teke,Old Tools and New Movements in Latin America: Political Science as Gatekeeper or Intellectual Illuminator?,,,,Latin American Politics and Society,,
teke,Policy Gatekeepers in Latin American Legislatures,,,,Latin American Politics and Society,,
arianism,"Authoritarianism and Democracy in the Andes: State Weakness, Hybrid Regimes, and Societal Responses",,,,Latin American Research Review,,
arianism,Authoritarianism and Political Culture in Argentina and Chile in the Mid - 1960's,,,,Latin American Research Review,,
arianism,Authoritarianism in Paraguay: The Lesser Evil?,,,,Latin American Research Review,,
arianism,"Authoritarianism, Modernization, and Democracy in Chile",,,,Latin American Research Review,,
arianism,"Authoritarianism, Social Dominance, and Contesting Human Rights in Latin America",,,,Latin American Research Review,,
arianism,Barriers to Egalitarianism,,,,Latin American Research Review,,
arianism,Bureaucratic-Authoritarianism Revisited,,,,Latin American Research Review,,
antes,CARACTERIZACIÓN DE LA SOLIDARIDAD EN CHILE: Opiniones y percepciones de los habitantes de Santiago de Chile,,,,Latin American Research Review,,
antes,CONSECUENCIAS DEL TRABAJO INFANTIL EN EL DESEMPEÑO ESCOLAR: Estudiantes latinoamericanos de educación primaria,,,,Latin American Research Review,,
arianism,Cultures of Authoritarianism and Resistance in Mexico and Brazil,,,,Latin American Research Review,,
arianism,Deadly Tango: Populism and Military Authoritarianism in Argentina,,,,Latin American Research Review,,
arianism,"Elites, Revolution, and Authoritarianism: Political Recruitment in Mexico, 1900-1971",,,,Latin American Research Review,,
arianism,Institutionalizing Authoritarianism: Brazil Since 1964,,,,Latin American Research Review,,
antes,LAS ENCUESTAS DE OPINIÓN PÚBLICA EN CHILE ANTES DE 1973,,,,Latin American Research Review,,
antes,LOS TRANSMIGRANTES CENTROAMERICANOS EN MÉXICO,,,,Latin American Research Review,,
antes,"La Sociedad de Proteccion a los Inmigrantes Israelitas: Su aporte a la integración económica de judíos en Bolivia, 1939-1945",,,,Latin American Research Review,,
antes,"Literacy Among Inmigrantes in Texas, 1850-1900",,,,Latin American Research Review,,
antes,"Menores, inmigrantes y retornados desde Estados Unidos a Oaxaca, México",,,,Latin American Research Review,,
antes,REPENSANDO LOS ORÍGENES DEL MOVIMIENTO PIQUETERO: Miseria y experiencias de lucha antes de las contrarreformas de la década de 1990 en el norte argentino,,,,Latin American Research Review,,
antes,"TRAYECTORIAS LABORALES DE INMIGRANTES PERUANOS EN SANTIAGO: El origen de excepción y la persistencia del ""lugar aparte""",,,,Latin American Research Review,,
teke,"The Gatekeeper State: Limited Economic Reforms and Regime Survival in Cuba, 1989-2002",,,,Latin American Research Review,,
arianism,The Political Culture of Authoritarianism in Mexico: A Reexamination,,,,Latin American Research Review,,
arianism,University Autonomy in Mexico: Implications for Regime Authoritarianism,,,,Latin American Research Review,,
antes,Vivir (en) la Ciudad de México: Espacio vivido e imaginarios espaciales de un grupo de migrantes de alta calificación,,,,Latin American Research Review,,
roman emperors,PICTURES OF THE ROMAN EMPERORS,,,,Latin Notes,,
antes,"""Antestari"" and Horace, ""Satires"" 1, 9",,,,Latomus,,
limitanei,"""Limitanei"" et ""comitatenses"" Critique de la thèse attribuée à Theodor Mommsen",,,,Latomus,,
alaric,430. — Le parcours de la seconde invasion de l'Italie par Alaric (408 ap. J.-C.) selon Zosime,,,,Latomus,,
late antiquity,A Biblical Background for the Newcomers of Late Antiquity,,,,Latomus,,
britannia,A Reassessment of the Evidence for the comes Britanniarum in the Fourth Century,,,,Latomus,,
arthur,A propos des Préfets d'Égypte d'Arthur Stein,,,,Latomus,,
vandal,Actes de vente latins de l'époque vandale découverts en Algérie (Autour de l'éedition des Tablettes Albertini),,,,Latomus,,
antes,Arte provincial de la Hispania Romana Estelas de Lara de los Infantes (Burgos),,,,Latomus,,
arthur,"Book Review : A History of Rome to 565 A.D., 4 e éd. Arthur E. R. Boak",,,,Latomus,,
justinian,"Book Review : A Text-Book of Roman Law from Augustus to Justinian, 3 e éd. W. W. Buckland",,,,Latomus,,
britannia,"Book Review : Britannia. The Roman Conquest and Occupation of Britain, 2 e éd. George Patrick Welch",,,,Latomus,,
clovis,Book Review : Dictionnaire historique de la Gaule. Des origines à Clovis. D'après des documents originaux et des textes du XIX e siècle et contemporains Jean-Pierre Picot Ségolène Picot Marcel Jullian,,,,Latomus,,
antes,"Book Review : Graphies latines vulgaires et variantes orthographiques tirées des manuscrits, 1 er recueil René Hanciaux",,,,Latomus,,
himyar,"Book Review : Le royaume de Himyar à l'époque monothéiste. L'histoire de l'Arabie du Sud ancienne de la fin du IV e siècle de l'ère chrétienne jusqu 'à l'avènement de l'Islam, (Mémoires de l'Académie des Inscriptions et Belles-Lettres, 40) Iwona Gajda",,,,Latomus,,
umayyad,"Book Review : Les églises d'époque byzantine et umayyade de Jordanie (province d'Arabie et de Palestine) V e -VIII e siècle. Typologie architecturale et aménagements liturgiques (avec catalogue des monuments), (Bibliothèque de l'Antiquité tardive, 2) Anne Michel",,,,Latomus,,
antes,"Book Review : XXVIII e Congrès de l'Association bourguignonne des sociétés savantes, 1957",,,,Latomus,,
ammianus marcellinus,"Book Review : Ammianus Marcellinus. Studien zum Geschichtsdenken im vierten Jahrhundert n. Chr., collection « Electrum. Studies in Ancient History », n o 17",,,,Latomus,,
late roman empire,Book Review : A Conflict of Ideas in the Late Roman Empire. The Clash between the Senate and Valentinian I Andrew Alfoeldi Harold Mattingly,,,,Latomus,,
byzantium,"Book Review : A History of Byzantium, (Blackwell History of the Ancient World) Timothy E. Gregory",,,,Latomus,,
alans,Book Review : A History of the Alans in the West. From their First Appearance in the Sources of Classical Antiquity through the Early Middle Age B. S. Bachrach,,,,Latomus,,
arthur,"Book Review : Album of dated Latin inscriptions. Rome and the neighbourhood, Augustus to Nerva Arthur E. Gordon Joyce S. Gordon",,,,Latomus,,
arthur,Book Review : Alcuin Arthur Kleinclausz,,,,Latomus,,
charlemagne,Book Review : Alcuin Friend of Charlemagne. His World and his Work Eleanor Shipley Duckett,,,,Latomus,,
"carolingian, charlemagne",Book Review : Alcuin and Charlemagne. Studies in Carolingian History and Literature Luitpold Wallach,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus Klaus Rosen,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus 3 vol. John C. Rolfe,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus als erzählender Geschichtsschreiber der Spätzeit Joseph Vogt,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus and Fourth Century History T. G. Elliott,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus as a Military Historian G. A. Crump,,,,Latomus,,
ammianus marcellinus,Book Review : Ammianus Marcellinus. Seven Studies in his Language and Thought Robin Seager,,,,Latomus,,
ammianus marcellinus,"Book Review : Ammianus Marcellinus. The Allusive Historian, (Cambridge Classical Studies) Gavin Kelly",,,,Latomus,,
danes,"Book Review : Anatomie Plautine. Amphitruo. Casina. Curculio. Miles gloriosus. (Ludus philologiae, 12) Ettore Paratore Roberto M. Danese Cesare Questa",,,,Latomus,,
justinian,"Book Review : Ancient History from Prehistoric Times to the Death of Justinian Charles Alexander Robinson, Jr.",,,,Latomus,,
anglo-saxon,Book Review : Anglo-Saxon Saints and Scholars Eleanor Shipley Duckett,,,,Latomus,,
late roman empire,"Book Review : Antioch, City and Imperial Administration in the Late Roman Empire J. H. W. G. Liebeschuetz",,,,Latomus,,
samo,"Book Review : Antonio Possevino S. I. bibliografo della Controriforma e diffusione della sua opera in area anglicana, (Bibliotheca di bibliografia italiana, 186) Luigi Balsamo",,,,Latomus,,
cuman,"Book Review : Antrum Sibyllae Cumanae und Campi Elysii. Zwei vergilische Lokale in den Phlegräische Feldern, (Abhandlungen der Sächsischen Akademie der Wissenschaften zu Leipzig. Philologisch-Historische Klasse, 75, 3) Ekkehard Stärk",,,,Latomus,,
arthur,Book Review : Apokrimata. Decisions of Septimius Severus on Legal Matters William Linn Westermann A. Arthur Schiller,,,,Latomus,,
arthur,"Book Review : Apuleius. Metamorphoses. I. Books I-VI et II Books VII-XI (Loeb Classical Library, 44 et 453) J. Arthur Hanson",,,,Latomus,,
arthur,"Book Review : Arius Didymus. Epitome of Stoic Ethics. (Texts and Translations, 44 = Graeco-Roman Series, 14) Arthur J. Pomeroy",,,,Latomus,,
late roman empire,Book Review : Art Forms and Civic Life in the Late Roman Empire H. P. L'orange,,,,Latomus,,
getica,Book Review : Arta traco-getica D. Berciu,,,,Latomus,,
attila,Book Review : Attila e gli Unni. Mostra itinerante Silvia Blason Scarel,,,,Latomus,,
attila,"Book Review : Attila, Optimus Princeps, (Testi e manuali per l'insegnamento universitario del latino, 114) Ferruccio Bertini",,,,Latomus,,
attila,"Book Review : Attila. Flagellum Dei ? Convegno internazionale di studi storici sulla figura di Attila e sulla discesa degli Unni in Italia nel 452 d. C. Gruppo Archeo logico Aquileiese. (Studia histórica, 129) Silvia Blason Scarel",,,,Latomus,,
alemanni,"Book Review : Auctarium Chartularii Universitatis Parisiensis, VI, Liber receptorum Nationis anglicanae (Alemanniae) in Universitate Parisiensi (1425-1494) A. L. Gabriel G. C. Boyce",,,,Latomus,,
arianism,Book Review : Augustine and the Arians. The Bishop of Hippo's Encounters with Ulfilan Arianism William A. Sumruld,,,,Latomus,,
alaric,Book Review : Aurelian and the Third Century Alaric Watson,,,,Latomus,,
vandal,Book Review : Autonomisme et christianisme dans l'Afrique romaine de Septime Sévère à l'invasion vandale J.-P. Brisson,,,,Latomus,,
attila,"Book Review : Beiträge zur Archäologie des Attila-Reiches, 2 vol J. Werner",,,,Latomus,,
late antiquity,Book Review : Biblical Epic and Rhetorical Paraphrase in Late Antiquity Michael Roberts,,,,Latomus,,
britannia,"Book Review : Britannia y el Mediterráneo : Estudios sobre el abastecimiento de aceite bético y africano en Britannia, (Corpus international des timbres amphoriques, 5) César Carreras Monfort Pedro Paulo A. Funari",,,,Latomus,,
britannia,"Book Review : Britannia y el Mediterráneo : estudios sobre el abastecimiento de aceite bético y africano en Britannia, (Corpus international des timbres amphoriques, 5) César Carreras Monfort Pedro Paulo A. Funari",,,,Latomus,,
britannia,"Book Review : Britannia, t. I",,,,Latomus,,
roman gaul,Book Review : Bydannelse i det romerske Gallien (Urbanization in Roman Gaul) Tønnes Bekker-Nielsen,,,,Latomus,,
byzantium,"Book Review : Byzantium and the Decline of Rome Walter Emil Kaegi, jr.",,,,Latomus,,
romano-british,Book Review : Catalogue of an Exhibition of Romano-British Antiquities Borough of Colchester Colchester and Essex Museum,,,,Latomus,,
roman heritage,Book Review : Classica Americana. The Greek and Roman Heritage in the United States Meyer Reinhold,,,,Latomus,,
"viking, migration period",Book Review : Classical Impulses in Scandinavian Art from the Migration Period to the Viking Age Haakon Shetelig,,,,Latomus,,
getica,"Book Review : Clavis patristica pseudepigraphorum medii aevi. Volumen II. Opera homiletica. Pars A. (Praefatio). Theologica, Exegetica et Pars B. Ascetica. Monastica. (Indices). (Corpus Christianorum. Series Latina) Iohannes Machielsen",,,,Latomus,,
antes,"Book Review : Collectio Homiliarum, collectionis ac singularum Homiliarum + Sermones Extrauagantes, 3 vol. Eusebius «Gallicanus» Ioh. Leroy Fr. Glorie",,,,Latomus,,
comitatus,Book Review : Comitatus. Beiträge zur Erforschung des spätantiken Kaiserhofes Aloys Winterling,,,,Latomus,,
late antiquity,Book Review : Constructing Identities in Late Antiquity Richard Miles,,,,Latomus,,
antes,Book Review : Corpus Vasorum Antiquorum. France. Fascicule 36. Nantes. Musée Dobrée Dominique Frère,,,,Latomus,,
arthur,Book Review : Cupid and Psyche Apuleius Arthur M. Young,,,,Latomus,,
samo,Book Review : Das Gymnasium von Samos Wolfram Martini,,,,Latomus,,
samo,"Book Review : Das Vorbild der Vergangenheit. Geschichtsbild und Reformvorschläge bei Cicero und Sallust, (Historia-Einzelschriften, 204) Iris Samotta",,,,Latomus,,
charlemagne,Book Review : De César à Charlemagne. Des origines à l'an 1000 Marcel Brion,,,,Latomus,,
teke,Book Review : De Livius-Vertaling van 1541. Kanttekeningen bij de opdracht en Livius-uitgave van Jan Gymnick Jan F. Vanderheyden,,,,Latomus,,
ammianus marcellinus,Book Review : De Perzische expeditie van keizer Julianus volgens Ammianus Marcellinus M. F. A. Brok,,,,Latomus,,
arthur,Book Review : De natura deorum M. Tulli Ciceronis Arthur Stanley Pease,,,,Latomus,,
arthur,"Book Review : De usu et authoritate juris civilis Romanorum, in dominiis principum christianorum, libri duo Arthur Duck Focke Tannen Hinrichs",,,,Latomus,,
marcus aurelius,Book Review : Death and the Emperor. Roman Imperial Funerary Monuments from Augustus to Marcus Aurelius Penelope J. E. Davies,,,,Latomus,,
ammianus marcellinus,Book Review : Der Codex Fuldensis und der Codex E des Ammianus Marcellinus Wolfang Seyfarth,,,,Latomus,,
marcus aurelius,"Book Review : Der Kaiser Marcus Aurelius Probus und seine Zeit, (Historia. Einzelschriften, 174) Gerald Kreucher",,,,Latomus,,
"danes, jordanes","Book Review : Des Symmachus Historia Romana als Quelle für Jordanes (Munich, Sitzungsberichte der Bayerischen Akademie der Wissenschaften, 1948, Heft 3) Wilhelm Ensslin",,,,Latomus,,
antes,"Book Review : Des hommes et des plantes. Plantes méditerranéennes, vocabulaire et usages anciens. Table ronde Aix-en-Provence, mai 1992. (Cahiers d'Histoire des Techniques, 2) M.-Cl. Amouretti G. Comet",,,,Latomus,,
ammianus marcellinus,Book Review : Die Beziehungen Roms zu den Sarmaten und Quaden im vierten Jahrhundert n. Chr. (nach der Darstellung des Ammianus Marcellinus) Ursula-Barbara Dittrich,,,,Latomus,,
arthur,Book Review : Die Freundschaftslehre des Panaitios nach einer Analyse von Cicero's Laelius de amicitia Fritz-Arthur Steinmetz,,,,Latomus,,
arthur,Book Review : Die Legaten von Moesien Arthur Stein,,,,Latomus,,
arthur,Book Review : Die Reichsbeamten von Dazien Arthur Stein,,,,Latomus,,
arthur,Book Review : Die vorund frühgeschichtliche Besiedlung des Bergischen Landes Arthur Marshall K. J. Narr Rafael von Uslar,,,,Latomus,,
arthur,"Book Review : Dionysos at Large. (Revealing Antiquity, I) Marcel Detienne Arthur Goldhammer",,,,Latomus,,
carolingian,Book Review : Diplomatic Studies in Latin and Greek Documents from the Carolingian Age Luitpold Wallach,,,,Latomus,,
old english,Book Review : Doctrine and Poetry. Augustine's Influence on Old English Poetry Bernard F. Huppé,,,,Latomus,,
byzantium,Book Review : Elementele traco-getice in Imperiul Roman şi în Byzantium (veacurile III-VII). Contribuţie la istoria şi romanizarea Tracilor Ion I. Russu,,,,Latomus,,
